,,Starting_Time,Min_ConfInt,Max_ConfInt,Forecast,Real
01/02/2018,22:00,0100,190.41,721.05,455.73,403.51
01/02/2018,23:00,0100,236.39,770.78,503.58,400.02
02/02/2018,00:00,0100,320.57,858.72,589.64,474.10
30/01/2018,01:00,0700,775.18,1046.78,910.98,960.91
30/01/2018,02:00,0700,751.45,1026.80,889.12,898.34
30/01/2018,03:00,0700,722.91,1002.01,862.46,775.82
30/01/2018,04:00,0700,704.03,986.89,845.46,706.49
30/01/2018,05:00,0700,636.40,923.02,779.71,646.49
30/01/2018,06:00,0700,506.73,797.09,651.91,580.62
30/01/2018,07:00,0700,404.48,698.60,551.54,498.94
30/01/2018,08:00,0700,325.42,623.30,474.36,706.43
30/01/2018,09:00,0700,214.23,515.86,365.05,688.99
30/01/2018,10:00,0700,172.10,477.49,324.79,557.94
30/01/2018,11:00,0700,95.68,404.82,250.25,445.65
30/01/2018,12:00,0700,57.02,369.92,213.47,371.44
30/01/2018,13:00,0700,21.52,338.16,179.84,337.11
30/01/2018,14:00,0700,21.67,342.07,181.87,319.06
30/01/2018,15:00,0700,67.35,391.50,229.42,337.70
30/01/2018,16:00,0700,80.60,408.51,244.56,371.94
30/01/2018,17:00,0700,109.89,441.56,275.73,451.23
30/01/2018,18:00,0700,171.48,506.90,339.19,509.81
30/01/2018,19:00,0700,252.66,591.83,422.24,624.62
30/01/2018,20:00,0700,312.01,654.93,483.47,740.79
30/01/2018,21:00,0700,584.54,931.22,757.88,901.12
30/01/2018,22:00,0700,697.04,1047.48,872.26,979.84
30/01/2018,23:00,0700,724.16,1078.35,901.26,934.71
31/01/2018,00:00,0700,716.79,1074.73,895.76,915.62
31/01/2018,01:00,0700,753.27,1114.96,934.12,861.59
31/01/2018,02:00,0700,738.90,1104.36,921.63,925.30
31/01/2018,03:00,0700,730.19,1099.40,914.80,828.60
31/01/2018,04:00,0700,684.10,1057.06,870.58,793.25
31/01/2018,05:00,0700,654.68,1031.39,843.03,761.17
31/01/2018,06:00,0700,589.49,969.96,779.72,638.99
31/01/2018,07:00,0700,415.20,799.42,607.31,602.33
31/01/2018,08:00,0700,280.10,668.07,474.08,421.32
31/01/2018,09:00,0700,119.76,511.49,315.63,228.97
31/01/2018,10:00,0700,0.10,395.59,197.84,139.47
31/01/2018,11:00,0700,0.00,331.13,131.50,110.02
31/01/2018,12:00,0700,0.00,268.72,67.23,105.30
31/01/2018,13:00,0700,0.00,268.57,65.20,122.88
31/01/2018,14:00,0700,0.00,298.93,93.67,148.57
31/01/2018,15:00,0700,0.00,362.31,155.18,212.89
31/01/2018,16:00,0700,18.65,436.66,227.66,334.18
31/01/2018,17:00,0700,123.94,545.71,334.82,433.77
31/01/2018,18:00,0700,238.26,663.78,451.02,494.60
31/01/2018,19:00,0700,325.53,754.80,540.16,651.36
31/01/2018,20:00,0700,287.78,720.81,504.29,738.15
31/01/2018,21:00,0700,423.09,859.87,641.48,791.14
31/01/2018,22:00,0700,546.31,986.85,766.58,742.84
31/01/2018,23:00,0700,561.11,1005.40,783.25,759.69
01/02/2018,00:00,0700,585.20,1033.25,809.22,676.44
01/02/2018,01:00,0700,548.02,999.82,773.92,624.38
01/02/2018,02:00,0700,491.82,947.37,719.60,574.52
01/02/2018,03:00,0700,432.43,891.74,662.09,487.08
01/02/2018,04:00,0700,326.74,789.80,558.27,417.81
01/02/2018,05:00,0700,324.18,791.00,557.59,312.64
01/02/2018,06:00,0700,311.54,782.11,546.83,218.36
01/02/2018,07:00,0700,267.19,741.52,504.36,83.29
01/02/2018,08:00,0700,147.09,625.18,386.13,32.33
01/02/2018,09:00,0700,17.67,499.50,258.59,34.63
01/02/2018,10:00,0700,0.00,392.54,149.75,64.18
01/02/2018,11:00,0700,0.00,368.94,124.27,92.22
01/02/2018,12:00,0700,0.00,331.63,85.08,105.90
01/02/2018,13:00,0700,0.00,314.75,66.32,114.44
01/02/2018,14:00,0700,0.00,317.85,67.55,133.22
01/02/2018,15:00,0700,0.00,323.86,71.68,132.34
01/02/2018,16:00,0700,0.00,328.99,74.93,131.94
01/02/2018,17:00,0700,0.00,349.95,94.01,163.68
01/02/2018,18:00,0700,0.00,379.96,122.14,205.63
01/02/2018,19:00,0700,0.00,371.63,111.94,259.70
01/02/2018,20:00,0700,0.00,388.85,127.28,372.53
01/02/2018,21:00,0700,39.22,566.11,302.67,456.07
01/02/2018,22:00,0700,190.41,721.05,455.73,403.51
01/02/2018,23:00,0700,236.39,770.78,503.58,400.02
02/02/2018,00:00,0700,320.57,858.72,589.64,474.10
30/01/2018,01:00,1300,775.18,1046.78,910.98,960.91
30/01/2018,02:00,1300,751.45,1026.80,889.12,898.34
30/01/2018,03:00,1300,722.91,1002.01,862.46,775.82
30/01/2018,04:00,1300,704.03,986.89,845.46,706.49
30/01/2018,05:00,1300,636.40,923.02,779.71,646.49
30/01/2018,06:00,1300,506.73,797.09,651.91,580.62
30/01/2018,07:00,1300,404.48,698.60,551.54,498.94
30/01/2018,08:00,1300,325.42,623.30,474.36,706.43
30/01/2018,09:00,1300,214.23,515.86,365.05,688.99
30/01/2018,10:00,1300,172.10,477.49,324.79,557.94
30/01/2018,11:00,1300,95.68,404.82,250.25,445.65
30/01/2018,12:00,1300,57.02,369.92,213.47,371.44
30/01/2018,13:00,1300,21.52,338.16,179.84,337.11
30/01/2018,14:00,1300,21.67,342.07,181.87,319.06
30/01/2018,15:00,1300,67.35,391.50,229.42,337.70
30/01/2018,16:00,1300,80.60,408.51,244.56,371.94
30/01/2018,17:00,1300,109.89,441.56,275.73,451.23
30/01/2018,18:00,1300,171.48,506.90,339.19,509.81
30/01/2018,19:00,1300,252.66,591.83,422.24,624.62
30/01/2018,20:00,1300,312.01,654.93,483.47,740.79
30/01/2018,21:00,1300,584.54,931.22,757.88,901.12
30/01/2018,22:00,1300,697.04,1047.48,872.26,979.84
30/01/2018,23:00,1300,724.16,1078.35,901.26,934.71
31/01/2018,00:00,1300,716.79,1074.73,895.76,915.62
31/01/2018,01:00,1300,753.27,1114.96,934.12,861.59
31/01/2018,02:00,1300,738.90,1104.36,921.63,925.30
31/01/2018,03:00,1300,730.19,1099.40,914.80,828.60
31/01/2018,04:00,1300,684.10,1057.06,870.58,793.25
31/01/2018,05:00,1300,654.68,1031.39,843.03,761.17
31/01/2018,06:00,1300,589.49,969.96,779.72,638.99
31/01/2018,07:00,1300,415.20,799.42,607.31,602.33
31/01/2018,08:00,1300,280.10,668.07,474.08,421.32
31/01/2018,09:00,1300,119.76,511.49,315.63,228.97
31/01/2018,10:00,1300,0.10,395.59,197.84,139.47
31/01/2018,11:00,1300,0.00,331.13,131.50,110.02
31/01/2018,12:00,1300,0.00,268.72,67.23,105.30
31/01/2018,13:00,1300,0.00,268.57,65.20,122.88
31/01/2018,14:00,1300,0.00,298.93,93.67,148.57
31/01/2018,15:00,1300,0.00,362.31,155.18,212.89
31/01/2018,16:00,1300,18.65,436.66,227.66,334.18
31/01/2018,17:00,1300,123.94,545.71,334.82,433.77
31/01/2018,18:00,1300,238.26,663.78,451.02,494.60
31/01/2018,19:00,1300,325.53,754.80,540.16,651.36
31/01/2018,20:00,1300,287.78,720.81,504.29,738.15
31/01/2018,21:00,1300,423.09,859.87,641.48,791.14
31/01/2018,22:00,1300,546.31,986.85,766.58,742.84
31/01/2018,23:00,1300,561.11,1005.40,783.25,759.69
01/02/2018,00:00,1300,585.20,1033.25,809.22,676.44
01/02/2018,01:00,1300,548.02,999.82,773.92,624.38
01/02/2018,02:00,1300,491.82,947.37,719.60,574.52
01/02/2018,03:00,1300,432.43,891.74,662.09,487.08
01/02/2018,04:00,1300,326.74,789.80,558.27,417.81
01/02/2018,05:00,1300,324.18,791.00,557.59,312.64
01/02/2018,06:00,1300,311.54,782.11,546.83,218.36
01/02/2018,07:00,1300,267.19,741.52,504.36,83.29
01/02/2018,08:00,1300,147.09,625.18,386.13,32.33
01/02/2018,09:00,1300,17.67,499.50,258.59,34.63
01/02/2018,10:00,1300,0.00,392.54,149.75,64.18
01/02/2018,11:00,1300,0.00,368.94,124.27,92.22
01/02/2018,12:00,1300,0.00,331.63,85.08,105.90
01/02/2018,13:00,1300,0.00,314.75,66.32,114.44
01/02/2018,14:00,1300,0.00,317.85,67.55,133.22
01/02/2018,15:00,1300,0.00,323.86,71.68,132.34
01/02/2018,16:00,1300,0.00,328.99,74.93,131.94
01/02/2018,17:00,1300,0.00,349.95,94.01,163.68
01/02/2018,18:00,1300,0.00,379.96,122.14,205.63
01/02/2018,19:00,1300,0.00,371.63,111.94,259.70
01/02/2018,20:00,1300,0.00,388.85,127.28,372.53
01/02/2018,21:00,1300,39.22,566.11,302.67,456.07
01/02/2018,22:00,1300,190.41,721.05,455.73,403.51
01/02/2018,23:00,1300,236.39,770.78,503.58,400.02
02/02/2018,00:00,1300,320.57,858.72,589.64,474.10
31/01/2018,01:00,0100,889.56,1161.16,1025.36,861.59
31/01/2018,02:00,0100,870.21,1145.55,1007.88,925.30
31/01/2018,03:00,0100,838.25,1117.35,977.80,828.60
31/01/2018,04:00,0100,809.28,1092.13,950.70,793.25
31/01/2018,05:00,0100,777.77,1064.38,921.08,761.17
31/01/2018,06:00,0100,741.20,1031.57,886.38,638.99
31/01/2018,07:00,0100,674.88,969.00,821.94,602.33
31/01/2018,08:00,0100,381.50,679.38,530.44,421.32
31/01/2018,09:00,0100,250.31,551.94,401.13,228.97
31/01/2018,10:00,0100,164.83,470.21,317.52,139.47
31/01/2018,11:00,0100,49.17,358.31,203.74,110.02
31/01/2018,12:00,0100,0.00,246.78,90.33,105.30
31/01/2018,13:00,0100,0.00,231.91,73.59,122.88
31/01/2018,14:00,0100,0.00,275.43,115.23,148.57
31/01/2018,15:00,0100,25.21,349.36,187.28,212.89
31/01/2018,16:00,0100,140.99,468.89,304.94,334.18
31/01/2018,17:00,0100,287.05,618.72,452.89,433.77
31/01/2018,18:00,0100,336.06,671.48,503.77,494.60
31/01/2018,19:00,0100,433.36,772.53,602.95,651.36
31/01/2018,20:00,0100,449.47,792.39,620.93,738.15
31/01/2018,21:00,0100,534.77,881.45,708.11,791.14
31/01/2018,22:00,0100,561.53,911.96,736.74,742.84
31/01/2018,23:00,0100,593.20,947.39,770.30,759.69
01/02/2018,00:00,0100,550.66,908.61,729.63,676.44
01/02/2018,01:00,0100,507.13,868.83,687.98,624.38
01/02/2018,02:00,0100,425.69,791.14,608.41,574.52
01/02/2018,03:00,0100,332.60,701.81,517.20,487.08
01/02/2018,04:00,0100,212.95,585.91,399.43,417.81
01/02/2018,05:00,0100,133.08,509.79,321.44,312.64
01/02/2018,06:00,0100,104.85,485.32,295.09,218.36
01/02/2018,07:00,0100,104.84,489.06,296.95,83.29
01/02/2018,08:00,0100,14.27,402.25,208.26,32.33
01/02/2018,09:00,0100,0.00,301.03,105.16,34.63
01/02/2018,10:00,0100,0.00,258.93,61.18,64.18
01/02/2018,11:00,0100,0.00,279.83,80.21,92.22
01/02/2018,12:00,0100,0.00,267.47,65.97,105.90
01/02/2018,13:00,0100,0.00,259.45,56.08,114.44
01/02/2018,14:00,0100,0.00,285.77,80.52,133.22
01/02/2018,15:00,0100,0.00,303.95,96.82,132.34
01/02/2018,16:00,0100,0.00,300.24,91.24,131.94
01/02/2018,17:00,0100,0.00,339.34,128.45,163.68
01/02/2018,18:00,0100,0.00,368.52,155.75,205.63
01/02/2018,19:00,0100,0.00,401.90,187.27,259.70
01/02/2018,20:00,0100,0.00,404.20,187.69,372.53
01/02/2018,21:00,0100,98.92,535.70,317.31,456.07
01/02/2018,22:00,0100,142.30,582.84,362.57,403.51
01/02/2018,23:00,0100,241.02,685.31,463.16,400.02
02/02/2018,00:00,0100,280.03,728.08,504.05,474.10
02/02/2018,01:00,0100,344.76,796.56,570.66,502.15
02/02/2018,02:00,0100,369.82,825.37,597.59,514.40
02/02/2018,03:00,0100,358.73,818.04,588.39,531.52
02/02/2018,04:00,0100,340.59,803.66,572.12,498.35
02/02/2018,05:00,0100,354.84,821.66,588.25,395.19
02/02/2018,06:00,0100,306.63,777.20,541.92,258.89
02/02/2018,07:00,0100,207.14,681.47,444.30,132.52
02/02/2018,08:00,0100,226.48,704.56,465.52,86.61
02/02/2018,09:00,0100,0.00,373.34,132.43,146.01
02/02/2018,10:00,0100,0.00,387.68,144.88,297.32
02/02/2018,11:00,0100,0.00,464.33,219.66,397.65
02/02/2018,12:00,0100,108.56,601.66,355.11,476.65
02/02/2018,13:00,0100,97.65,594.50,346.08,519.92
02/02/2018,14:00,0100,179.75,680.36,430.06,577.94
02/02/2018,15:00,0100,228.60,732.96,480.78,643.14
02/02/2018,16:00,0100,324.95,833.07,579.01,775.43
02/02/2018,17:00,0100,423.81,935.68,679.75,815.80
02/02/2018,18:00,0100,533.71,1049.34,791.52,812.24
02/02/2018,19:00,0100,550.38,1069.76,810.07,877.47
02/02/2018,20:00,0100,611.22,1134.35,872.78,896.87
02/02/2018,21:00,0100,625.15,1152.04,888.59,851.20
02/02/2018,22:00,0100,615.65,1146.29,880.97,797.28
02/02/2018,23:00,0100,568.42,1102.81,835.61,694.90
03/02/2018,00:00,0100,483.48,1021.63,752.55,584.71
31/01/2018,01:00,0700,889.56,1161.16,1025.36,861.59
31/01/2018,02:00,0700,870.21,1145.55,1007.88,925.30
31/01/2018,03:00,0700,838.25,1117.35,977.80,828.60
31/01/2018,04:00,0700,809.28,1092.13,950.70,793.25
31/01/2018,05:00,0700,777.77,1064.38,921.08,761.17
31/01/2018,06:00,0700,741.20,1031.57,886.38,638.99
31/01/2018,07:00,0700,674.88,969.00,821.94,602.33
31/01/2018,08:00,0700,381.50,679.38,530.44,421.32
31/01/2018,09:00,0700,250.31,551.94,401.13,228.97
31/01/2018,10:00,0700,164.83,470.21,317.52,139.47
31/01/2018,11:00,0700,49.17,358.31,203.74,110.02
31/01/2018,12:00,0700,0.00,246.78,90.33,105.30
31/01/2018,13:00,0700,0.00,231.91,73.59,122.88
31/01/2018,14:00,0700,0.00,275.43,115.23,148.57
31/01/2018,15:00,0700,25.21,349.36,187.28,212.89
31/01/2018,16:00,0700,140.99,468.89,304.94,334.18
31/01/2018,17:00,0700,287.05,618.72,452.89,433.77
31/01/2018,18:00,0700,336.06,671.48,503.77,494.60
31/01/2018,19:00,0700,433.36,772.53,602.95,651.36
31/01/2018,20:00,0700,449.47,792.39,620.93,738.15
31/01/2018,21:00,0700,534.77,881.45,708.11,791.14
31/01/2018,22:00,0700,561.53,911.96,736.74,742.84
31/01/2018,23:00,0700,593.20,947.39,770.30,759.69
01/02/2018,00:00,0700,550.66,908.61,729.63,676.44
01/02/2018,01:00,0700,507.13,868.83,687.98,624.38
01/02/2018,02:00,0700,425.69,791.14,608.41,574.52
01/02/2018,03:00,0700,332.60,701.81,517.20,487.08
01/02/2018,04:00,0700,212.95,585.91,399.43,417.81
01/02/2018,05:00,0700,133.08,509.79,321.44,312.64
01/02/2018,06:00,0700,104.85,485.32,295.09,218.36
01/02/2018,07:00,0700,104.84,489.06,296.95,83.29
01/02/2018,08:00,0700,14.27,402.25,208.26,32.33
01/02/2018,09:00,0700,0.00,301.03,105.16,34.63
01/02/2018,10:00,0700,0.00,258.93,61.18,64.18
01/02/2018,11:00,0700,0.00,279.83,80.21,92.22
01/02/2018,12:00,0700,0.00,267.47,65.97,105.90
01/02/2018,13:00,0700,0.00,259.45,56.08,114.44
01/02/2018,14:00,0700,0.00,285.77,80.52,133.22
01/02/2018,15:00,0700,0.00,303.95,96.82,132.34
01/02/2018,16:00,0700,0.00,300.24,91.24,131.94
01/02/2018,17:00,0700,0.00,339.34,128.45,163.68
01/02/2018,18:00,0700,0.00,368.52,155.75,205.63
01/02/2018,19:00,0700,0.00,401.90,187.27,259.70
01/02/2018,20:00,0700,0.00,404.20,187.69,372.53
01/02/2018,21:00,0700,98.92,535.70,317.31,456.07
01/02/2018,22:00,0700,142.30,582.84,362.57,403.51
01/02/2018,23:00,0700,241.02,685.31,463.16,400.02
02/02/2018,00:00,0700,280.03,728.08,504.05,474.10
02/02/2018,01:00,0700,344.76,796.56,570.66,502.15
02/02/2018,02:00,0700,369.82,825.37,597.59,514.40
02/02/2018,03:00,0700,358.73,818.04,588.39,531.52
02/02/2018,04:00,0700,340.59,803.66,572.12,498.35
02/02/2018,05:00,0700,354.84,821.66,588.25,395.19
02/02/2018,06:00,0700,306.63,777.20,541.92,258.89
02/02/2018,07:00,0700,207.14,681.47,444.30,132.52
02/02/2018,08:00,0700,226.48,704.56,465.52,86.61
02/02/2018,09:00,0700,0.00,373.34,132.43,146.01
02/02/2018,10:00,0700,0.00,387.68,144.88,297.32
02/02/2018,11:00,0700,0.00,464.33,219.66,397.65
02/02/2018,12:00,0700,108.56,601.66,355.11,476.65
02/02/2018,13:00,0700,97.65,594.50,346.08,519.92
02/02/2018,14:00,0700,179.75,680.36,430.06,577.94
02/02/2018,15:00,0700,228.60,732.96,480.78,643.14
02/02/2018,16:00,0700,324.95,833.07,579.01,775.43
02/02/2018,17:00,0700,423.81,935.68,679.75,815.80
02/02/2018,18:00,0700,533.71,1049.34,791.52,812.24
02/02/2018,19:00,0700,550.38,1069.76,810.07,877.47
02/02/2018,20:00,0700,611.22,1134.35,872.78,896.87
02/02/2018,21:00,0700,625.15,1152.04,888.59,851.20
02/02/2018,22:00,0700,615.65,1146.29,880.97,797.28
02/02/2018,23:00,0700,568.42,1102.81,835.61,694.90
03/02/2018,00:00,0700,483.48,1021.63,752.55,584.71
31/01/2018,01:00,1300,889.56,1161.16,1025.36,861.59
31/01/2018,02:00,1300,870.21,1145.55,1007.88,925.30
31/01/2018,03:00,1300,838.25,1117.35,977.80,828.60
31/01/2018,04:00,1300,809.28,1092.13,950.70,793.25
31/01/2018,05:00,1300,777.77,1064.38,921.08,761.17
31/01/2018,06:00,1300,741.20,1031.57,886.38,638.99
31/01/2018,07:00,1300,674.88,969.00,821.94,602.33
31/01/2018,08:00,1300,381.50,679.38,530.44,421.32
31/01/2018,09:00,1300,250.31,551.94,401.13,228.97
31/01/2018,10:00,1300,164.83,470.21,317.52,139.47
31/01/2018,11:00,1300,49.17,358.31,203.74,110.02
31/01/2018,12:00,1300,0.00,246.78,90.33,105.30
31/01/2018,13:00,1300,0.00,231.91,73.59,122.88
31/01/2018,14:00,1300,0.00,275.43,115.23,148.57
31/01/2018,15:00,1300,25.21,349.36,187.28,212.89
31/01/2018,16:00,1300,140.99,468.89,304.94,334.18
31/01/2018,17:00,1300,287.05,618.72,452.89,433.77
31/01/2018,18:00,1300,336.06,671.48,503.77,494.60
31/01/2018,19:00,1300,433.36,772.53,602.95,651.36
31/01/2018,20:00,1300,449.47,792.39,620.93,738.15
31/01/2018,21:00,1300,534.77,881.45,708.11,791.14
31/01/2018,22:00,1300,561.53,911.96,736.74,742.84
31/01/2018,23:00,1300,593.20,947.39,770.30,759.69
01/02/2018,00:00,1300,550.66,908.61,729.63,676.44
01/02/2018,01:00,1300,507.13,868.83,687.98,624.38
01/02/2018,02:00,1300,425.69,791.14,608.41,574.52
01/02/2018,03:00,1300,332.60,701.81,517.20,487.08
01/02/2018,04:00,1300,212.95,585.91,399.43,417.81
01/02/2018,05:00,1300,133.08,509.79,321.44,312.64
01/02/2018,06:00,1300,104.85,485.32,295.09,218.36
01/02/2018,07:00,1300,104.84,489.06,296.95,83.29
01/02/2018,08:00,1300,14.27,402.25,208.26,32.33
01/02/2018,09:00,1300,0.00,301.03,105.16,34.63
01/02/2018,10:00,1300,0.00,258.93,61.18,64.18
01/02/2018,11:00,1300,0.00,279.83,80.21,92.22
01/02/2018,12:00,1300,0.00,267.47,65.97,105.90
01/02/2018,13:00,1300,0.00,259.45,56.08,114.44
01/02/2018,14:00,1300,0.00,285.77,80.52,133.22
01/02/2018,15:00,1300,0.00,303.95,96.82,132.34
01/02/2018,16:00,1300,0.00,300.24,91.24,131.94
01/02/2018,17:00,1300,0.00,339.34,128.45,163.68
01/02/2018,18:00,1300,0.00,368.52,155.75,205.63
01/02/2018,19:00,1300,0.00,401.90,187.27,259.70
01/02/2018,20:00,1300,0.00,404.20,187.69,372.53
01/02/2018,21:00,1300,98.92,535.70,317.31,456.07
01/02/2018,22:00,1300,142.30,582.84,362.57,403.51
01/02/2018,23:00,1300,241.02,685.31,463.16,400.02
02/02/2018,00:00,1300,280.03,728.08,504.05,474.10
02/02/2018,01:00,1300,344.76,796.56,570.66,502.15
02/02/2018,02:00,1300,369.82,825.37,597.59,514.40
02/02/2018,03:00,1300,358.73,818.04,588.39,531.52
02/02/2018,04:00,1300,340.59,803.66,572.12,498.35
02/02/2018,05:00,1300,354.84,821.66,588.25,395.19
02/02/2018,06:00,1300,306.63,777.20,541.92,258.89
02/02/2018,07:00,1300,207.14,681.47,444.30,132.52
02/02/2018,08:00,1300,226.48,704.56,465.52,86.61
02/02/2018,09:00,1300,0.00,373.34,132.43,146.01
02/02/2018,10:00,1300,0.00,387.68,144.88,297.32
02/02/2018,11:00,1300,0.00,464.33,219.66,397.65
02/02/2018,12:00,1300,108.56,601.66,355.11,476.65
02/02/2018,13:00,1300,97.65,594.50,346.08,519.92
02/02/2018,14:00,1300,179.75,680.36,430.06,577.94
02/02/2018,15:00,1300,228.60,732.96,480.78,643.14
02/02/2018,16:00,1300,324.95,833.07,579.01,775.43
02/02/2018,17:00,1300,423.81,935.68,679.75,815.80
02/02/2018,18:00,1300,533.71,1049.34,791.52,812.24
02/02/2018,19:00,1300,550.38,1069.76,810.07,877.47
02/02/2018,20:00,1300,611.22,1134.35,872.78,896.87
02/02/2018,21:00,1300,625.15,1152.04,888.59,851.20
02/02/2018,22:00,1300,615.65,1146.29,880.97,797.28
02/02/2018,23:00,1300,568.42,1102.81,835.61,694.90
03/02/2018,00:00,1300,483.48,1021.63,752.55,584.71
01/02/2018,01:00,0100,589.30,860.90,725.10,624.38
01/02/2018,02:00,0100,546.21,821.55,683.88,574.52
01/02/2018,03:00,0100,518.77,797.87,658.32,487.08
01/02/2018,04:00,0100,402.71,685.57,544.14,417.81
01/02/2018,05:00,0100,278.37,564.98,421.67,312.64
01/02/2018,06:00,0100,200.55,490.92,345.73,218.36
01/02/2018,07:00,0100,187.00,481.12,334.06,83.29
01/02/2018,08:00,0100,44.51,342.39,193.45,32.33
01/02/2018,09:00,0100,0.00,231.10,80.28,34.63
01/02/2018,10:00,0100,0.00,190.62,37.93,64.18
01/02/2018,11:00,0100,0.00,175.57,21.00,92.22
01/02/2018,12:00,0100,0.00,189.38,32.93,105.90
01/02/2018,13:00,0100,0.00,209.11,50.79,114.44
01/02/2018,14:00,0100,0.00,228.88,68.68,133.22
01/02/2018,15:00,0100,0.00,249.83,87.75,132.34
01/02/2018,16:00,0100,0.00,281.12,117.17,131.94
01/02/2018,17:00,0100,0.00,310.55,144.72,163.68
01/02/2018,18:00,0100,47.32,382.74,215.03,205.63
01/02/2018,19:00,0100,45.70,384.88,215.29,259.70
01/02/2018,20:00,0100,19.53,362.46,191.00,372.53
01/02/2018,21:00,0100,197.77,544.45,371.11,456.07
01/02/2018,22:00,0100,226.83,577.27,402.05,403.51
01/02/2018,23:00,0100,277.02,631.21,454.12,400.02
02/02/2018,00:00,0100,203.74,561.68,382.71,474.10
02/02/2018,01:00,0100,226.20,587.90,407.05,502.15
02/02/2018,02:00,0100,287.50,652.95,470.22,514.40
02/02/2018,03:00,0100,318.50,687.71,503.10,531.52
02/02/2018,04:00,0100,310.05,683.01,496.53,498.35
02/02/2018,05:00,0100,323.26,699.98,511.62,395.19
02/02/2018,06:00,0100,284.74,665.21,474.97,258.89
02/02/2018,07:00,0100,188.96,573.18,381.07,132.52
02/02/2018,08:00,0100,209.30,597.28,403.29,86.61
02/02/2018,09:00,0100,0.00,381.65,185.79,146.01
02/02/2018,10:00,0100,0.00,350.68,152.94,297.32
02/02/2018,11:00,0100,0.00,380.12,180.50,397.65
02/02/2018,12:00,0100,0.00,384.99,183.49,476.65
02/02/2018,13:00,0100,20.29,427.04,223.66,519.92
02/02/2018,14:00,0100,116.71,527.22,321.96,577.94
02/02/2018,15:00,0100,171.88,586.14,379.01,643.14
02/02/2018,16:00,0100,189.12,607.13,398.13,775.43
02/02/2018,17:00,0100,286.06,707.83,496.94,815.80
02/02/2018,18:00,0100,438.42,863.94,651.18,812.24
02/02/2018,19:00,0100,489.53,918.80,704.16,877.47
02/02/2018,20:00,0100,600.66,1033.69,817.18,896.87
02/02/2018,21:00,0100,610.64,1047.43,829.04,851.20
02/02/2018,22:00,0100,589.37,1029.91,809.64,797.28
02/02/2018,23:00,0100,548.55,992.85,770.70,694.90
03/02/2018,00:00,0100,488.94,936.98,712.96,584.71
03/02/2018,01:00,0100,456.25,908.06,682.15,564.43
03/02/2018,02:00,0100,428.41,883.96,656.18,501.72
03/02/2018,03:00,0100,423.79,883.10,653.45,449.91
03/02/2018,04:00,0100,410.81,873.87,642.34,427.15
03/02/2018,05:00,0100,392.80,859.62,626.21,427.67
03/02/2018,06:00,0100,301.76,772.33,537.05,402.10
03/02/2018,07:00,0100,291.00,765.32,528.16,276.36
03/02/2018,08:00,0100,211.98,690.07,451.02,254.36
03/02/2018,09:00,0100,90.61,572.45,331.53,183.96
03/02/2018,10:00,0100,63.57,549.16,306.37,113.44
03/02/2018,11:00,0100,33.12,522.46,277.79,84.58
03/02/2018,12:00,0100,0.00,464.51,217.96,107.33
03/02/2018,13:00,0100,0.00,488.63,240.21,189.54
03/02/2018,14:00,0100,0.00,497.90,247.59,267.08
03/02/2018,15:00,0100,16.91,521.27,269.09,315.13
03/02/2018,16:00,0100,58.11,566.23,312.17,383.14
03/02/2018,17:00,0100,107.68,619.55,363.62,533.66
03/02/2018,18:00,0100,167.43,683.06,425.25,672.88
03/02/2018,19:00,0100,251.86,771.24,511.55,886.38
03/02/2018,20:00,0100,481.29,1004.43,742.86,1049.30
